X,Y,aun,school_num,location_id,school_name,school_name_label,street_address,zip_code,phone_number,grade_level,grade_org,enrollment,type,type_specific,objectid
-8364328.21061574,4865096.61125193,,,8190,ONE BRIGHT RAY-FAIRHILL CAMPUS,ONE BRIGHT RAY - FAIRHILL CAMPUS,2820 N 4TH ST,19133,(215) 423-1776,HIGH SCHOOL,9-12,200,1,CONTRACTED,224
-8360717.25461782,4866709.58444386,,,8890,ONE BRIGHT RAY-SIMPSON CAMPUS,ONE BRIGHT RAY - SIMPSON CAMPUS,1142 E ERIE AVE,19124,(215) 744-6000,HIGH SCHOOL,9-12,226,1,CONTRACTED,225
-8365889.04576494,4870426.77557381,126515001,3718,6300,"LOGAN, JAMES SCHOOL",JAMES LOGAN SCHOOL,1700 LINDLEY AVE,19141,(215) 400-3670,ELEMENTARY SCHOOL,K-5,223,1,DISTRICT,226
-8367538.91104916,4873991.37354468,300513890,,,GREEN TREE SCHOOL,GREEN TREE SCHOOL,1196 E WASHINGTON LN,19138,(215) 866-0200,SPECIAL CENTER,UNGRADED,,3,PRIVATE,227
-8367393.4450421,4856372.68412395,,,3369,CHRISTOPHER COLUMBUS CHARTER SCHOOL (ANNEX),CHRISTOPHER COLUMBUS CHARTER SCHOOL (SOUTH),1242 S 13TH ST,19147,(215) 389-6000,MIDDLE SCHOOL,5-8,,2,CHARTER,228
-8374836.62270303,4857329.33196155,126515001,6533,1350,"LONGSTRETH, WILLIAM C. SCHOOL",WILLIAM C. LONGSTRETH SCHOOL,5700 WILLOWS AVE,19143,(215) 400-7870,ELEMENTARY/MIDDLE,K-8,259,1,DISTRICT,229
-8372578.26170492,4869754.00774866,326514508,,,CB COMMUNITY SCHOOLS,CB COMMUNITY SCHOOLS,4101 FREELAND AVE,19128,(267) 766-3130,HIGH SCHOOL,9-12,,3,PRIVATE,230
-8368591.78800219,4861812.250341,226517510,,,CITY SCHOOL AT FAIRMOUNT,THE CITY SCHOOL AT FAIRMOUNT,860 N 24TH ST,19130,(215) 769-5363,ELEMENTARY SCHOOL,K-5,,3,PRIVATE,231
-8363020.71865876,4868191.49087229,326512995,,,COMMUNITY COUNCIL LEARNING ACADEMY,COMMUNITY COUNCIL LEARNING ACADEMY,4224 N FRONT ST,19140,(215) 845-2670,ELEMENTARY/MIDDLE/HIGH,1-12,,3,PRIVATE,232
-8373327.31821086,4871322.18901747,226514088,,,ROXBOROUGH CHRISTIAN SCHOOL,ROXBOROUGH CHRISTIAN SCHOOL,6301 RIDGE AVE,19128,(267) 804-5715,ELEMENTARY SCHOOL,PREK-5,,3,PRIVATE,233
-8373407.88010954,4869599.68500077,326510179,,,YALE SCHOOL OF PHILADELPHIA,YALE SCHOOL OF PHILADELPHIA,135 RECTOR ST,19127,(215) 839-0525,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE,234
-8366878.75656748,4857331.38460986,226518471,,,PHILLY AGILE LEARNING COMMUNITY SCHOOL,PHILLY AGILE LEARNING COMMUNITY SCHOOL,756 S 11TH ST,19147,(484) 816-7788,ELEMENTARY/MIDDLE/HIGH,K-12,,3,PRIVATE,235
-8364152.16362405,4868772.42773247,226513821,,,VOCATIO CAREER PREP HIGH SCHOOL,VOCATIO CAREER PREP HIGH SCHOOL,4455 N 6TH ST,19140,(267) 603-3093,HIGH SCHOOL,9-12,,3,PRIVATE,236
-8356190.58132202,4867075.9622983,126513450,7666,3331,FRANKLIN TOWNE CHARTER SCHOOL,FRANKLIN TOWNE CHARTER HIGH SCHOOL,5301 TACONY ST,19137,(215) 289-5000,HIGH SCHOOL,9-12,1306,2,CHARTER,237
-8357280.08489802,4865290.69684029,147513703,8123,3403,FRANKLIN TOWNE ELEMENTARY,FRANKLIN TOWNE CHARTER ELEMENTARY SCHOOL,4259 RICHMOND ST,19137,(215) 289-3389,ELEMENTARY/MIDDLE,K-8,958,2,CHARTER,238
-8368378.44334186,4859038.17107351,126513270,7586,3318,FREIRE CHARTER SCHOOL,FREIRE CHARTER SCHOOL,2027 CHESTNUT ST,19103,(215) 557-8555,HIGH SCHOOL,9-12,1072,2,CHARTER,239
-8374215.56327485,4859162.18937481,126518004,,3428,G.L.A. CHARTER @ HUEY,GLOBAL LEADERSHIP ACADEMY AT HUEY,5200 PINE ST,19143,(215) 471-2978,ELEMENTARY/MIDDLE,K-8,611,2,CHARTER,240
-8367510.76126762,4860543.13565021,,,8100,GATEWAY TO COLLEGE,GATEWAY TO COLLEGE - COMMUNITY COLLEGE OF PHILADELPHIA,1700 SPRING GARDEN ST RM M1-24,19130,(215) 751-8540,HIGH SCHOOL,9-12,66,1,CONTRACTED,241
-8372955.99175233,4862064.96256463,126513380,7639,3337,GLOBAL LEADERSHIP ACADEMY,GLOBAL LEADERSHIP ACADEMY CHARTER SCHOOL,4601 W GIRARD AVE,19131,(215) 477-6672,ELEMENTARY/MIDDLE,K-8,704,2,CHARTER,242
-8375010.18288546,4872206.57088856,126510005,7748,3365,GREEN WOODS CHARTER SCHOOL,GREEN WOODS CHARTER SCHOOL,468 DOMINO LN,19128,(215) 482-6337,ELEMENTARY/MIDDLE,K-8,716,2,CHARTER,243
-8377043.87885711,4862049.6204673,126512850,7511,3302,HARAMBEE INSTITUTE OF SCIENCE,HARAMBEE INSTITUTE OF SCIENCE AND TECHNOLOGY CHARTER SCHOOL,640 N 66TH ST,19151,(215) 472-8770,ELEMENTARY/MIDDLE,K-8,555,2,CHARTER,244
-8374169.77419802,4857453.85895945,126513290,7588,3323,MASTERY CHARTER AT HARDY WILLIAMS,MASTERY CHARTER SCHOOL AT HARDY WILLIAMS,5400 WARRINGTON AVE,19143,(215) 724-2343,ELEMENTARY/MIDDLE/HIGH,K-12,1211,2,CHARTER,245
-8361527.9140546,4863932.481839,126519392,8257,3423,MEMPHIS ST. CHARTER @ JP JONES,MEMPHIS STREET ACADEMY CHARTER SCHOOL AT J.P. JONES,2950 MEMPHIS ST,19134,(215) 291-4709,MIDDLE SCHOOL,5-8,416,2,CHARTER,246
-8365699.23568854,4867602.58354671,126513000,7546,3312,MULTI-CULTURAL ACADEMY,MULTICULTURAL ACADEMY CHARTER SCHOOL,3821 N BROAD ST,19140,(215) 457-6666,HIGH SCHOOL,9-12,261,2,CHARTER,247
-8351654.29395447,4871039.86587045,126513420,7649,3334,NEW FOUNDATIONS CHARTER SCHOOL,NEW FOUNDATIONS CHARTER SCHOOL,8001 TORRESDALE AVE,19136,(215) 624-8100,ELEMENTARY/MIDDLE,K-8,1538,2,CHARTER,248
-8356874.16148602,4874065.49727534,,,3850,NORTHEAST HIGH SCHOOL EOP,NORTHEAST HIGH SCHOOL EOP,1601 COTTMAN AVE,19111,(215) 400-3200,HIGH SCHOOL,9-12,185,1,DISTRICT,249
-8359506.74606957,4868901.37938692,126510019,7856,3386,NORTHWOOD CHARTER SCHOOL,NORTHWOOD ACADEMY CHARTER SCHOOL,4621 CASTOR AVE,19124,(215) 289-5606,ELEMENTARY/MIDDLE,K-8,801,2,CHARTER,250
-8365106.88532187,4859893.41118965,,,8070,OIC CADI,OIC CADI,444 N 3RD ST,19123,(215) 567-2410,HIGH SCHOOL,9-12,163,1,CONTRACTED,251
-8374709.15084681,4863851.05196611,126519433,8152,3408,MASTERY CHARTER @ MANN,MASTERY CHARTER SCHOOL AT MANN,5376 W BERKS ST,19131,(215) 581-5516,ELEMENTARY SCHOOL,K-6,549,2,CHARTER,252
-8366931.44691164,4872950.20959715,126518795,3721,3426,MASTERY CHARTER @ PASTORIUS,MASTERY CHARTER SCHOOL AT PASTORIUS,5650 SPRAGUE ST,19138,(215) 951-5689,ELEMENTARY/MIDDLE,K-8,688,2,CHARTER,253
-8369078.21327894,4870613.33149197,151514721,7961,3393,MASTERY CHARTER @ PICKETT,MASTERY CHARTER SCHOOL AT PICKETT,5700 WAYNE AVE,19144,(215) 866-9000,MIDDLE/HIGH,6-12,903,2,CHARTER,254
-8370635.16110826,4859828.53260992,126515001,3783,1390,"POWEL, SAMUEL SCHOOL",SAMUEL POWEL SCHOOL,3610 WARREN ST,19104,(215) 400-7740,ELEMENTARY SCHOOL,K-4,342,1,DISTRICT,255
-8365610.81049224,4872877.41559336,126515001,6765,7490,PRINCE HALL SCHOOL,PRINCE HALL SCHOOL,6101 N GRATZ ST,19141,(215) 400-3690,ELEMENTARY SCHOOL,K-5,317,1,DISTRICT,256
-8368921.93847304,4867229.07372039,126515001,7813,6090,RANDOLPH TECHNICAL HIGH SCHOOL,A. PHILIP RANDOLPH CAREER AND TECHNICAL HIGH SCHOOL,3101 HENRY AVE,19129,(215) 400-3840,HIGH SCHOOL,9-12,403,1,DISTRICT,257
-8355428.54168876,4874476.23143882,126515001,3771,8360,RHAWNHURST SCHOOL,RHAWNHURST SCHOOL,7809 CASTOR AVE,19152,(215) 400-3220,ELEMENTARY SCHOOL,K-5,584,1,DISTRICT,258
-8361438.8055928,4864844.76101527,126515001,3842,5060,"MASTBAUM, JULES E. HIGH SCHOOL",JULES E. MASTBAUM AREA VOCATIONAL TECHNICAL HIGH SCHOOL,3116 FRANKFORD AVE,19134,(215) 400-7220,HIGH SCHOOL,9-12,676,1,DISTRICT,259
-8367411.09847699,4860632.48446378,126515001,3808,2140,"MASTERMAN,JULIA R. HIGH SCHOOL",JULIA R. MASTERMAN SCHOOL,1699 SPRING GARDEN ST,19130,(215) 400-7580,MIDDLE/HIGH,5-12,1221,1,DISTRICT,260
-8354741.55992485,4871660.98209993,126515001,3769,8300,MAYFAIR SCHOOL,MAYFAIR SCHOOL,3001 PRINCETON AVE,19149,(215) 400-3280,ELEMENTARY/MIDDLE,K-8,1746,1,DISTRICT,261
-8365923.17425626,4857894.69417228,126515001,3648,2340,"MC CALL, GEN. GEORGE A. SCHOOL",GENERAL GEORGE A. MCCALL SCHOOL,325 S 7TH ST,19106,(215) 400-7840,ELEMENTARY/MIDDLE,K-8,667,1,DISTRICT,262
-8364276.47705843,4868148.15022537,126515001,6534,7380,"MC CLURE, ALEXANDER K. SCHOOL",ALEXANDER K. MCCLURE SCHOOL,600 W HUNTING PARK AVE,19140,(215) 400-3870,ELEMENTARY SCHOOL,K-5,353,1,DISTRICT,263
-8370642.97803809,4861082.55327711,126515001,3611,1360,"MC MICHAEL, MORTON SCHOOL",MORTON MCMICHAEL SCHOOL,3543 FAIRMOUNT AVE,19104,(215) 400-7750,ELEMENTARY/MIDDLE,K-8,286,1,DISTRICT,264
-8368409.32712664,4877779.8710427,126515001,3719,6310,"MCCLOSKEY, JOHN F. SCHOOL",JOHN F. MCCLOSKEY SCHOOL,8500 PICKERING ST,19150,(215) 400-3380,ELEMENTARY/MIDDLE,K-8,217,1,DISTRICT,265
-8372403.42710521,4861509.94969295,,,3040,EXCEL MIDDLE YEARS ACADEMY,EXCEL MIDDLE YEARS ACADEMY,4300 WESTMINSTER AVE,19104,(215) 436-0307,MIDDLE SCHOOL,6-8,24,1,CONTRACTED,266
-8358135.22461686,4866988.60591433,100510000,7744,3364,FIRST PHILADELPHIA CHARTER,FIRST PHILADELPHIA PREPARATORY CHARTER SCHOOL,4300 TACONY ST,19124,(215) 743-3100,ELEMENTARY/MIDDLE/HIGH,K-12,1880,2,CHARTER,267
-8366341.29337856,4859983.68965024,126510021,7857,3384,FOLK ARTS CULTURAL TREASURES,FOLK ARTS-CULTURAL TREASURES CHARTER SCHOOL,1023 CALLOWHILL ST,19123,(215) 569-2600,ELEMENTARY/MIDDLE,K-8,497,2,CHARTER,268
-8366951.96704524,4860625.19622589,126515001,,3210,FRANKLIN HIGH SCHOOL EOP,BEN FRANKLIN HIGH SCHOOL EOP,550 N BROAD ST,19130,(215) 400-7600,HIGH SCHOOL,9-12,211,1,DISTRICT,269
-8375212.45392384,4858507.32247643,126516457,8153,3407,MASTERY CHARTER @ HARRITY,MASTERY CHARTER SCHOOL AT HARRITY,5601 CHRISTIAN ST,19143,(215) 471-2908,ELEMENTARY/MIDDLE,K-8,753,2,CHARTER,270
-8365129.01042798,4866148.22384963,126513110,7565,3310,LAB SCH OF COMMUNICAT'N & LANG,LABORATORY CHARTER SCHOOL OF COMMUNICATION AND LANGUAGES,926 W SEDGLEY AVE,19140,(215) 574-1680,ELEMENTARY SCHOOL,K-5,375,2,CHARTER,271
-8362201.04237039,4863278.7984776,,,3240,LIGUORI ACADEMY-FORTIS,THE FORTIS PROGRAM,2343 E TUCKER ST ,19125,(267) 571-1952,HIGH SCHOOL,9-12,105,1,CONTRACTED,272
-8364373.28993171,4870217.24898449,126519476,8206,3419,LINDLEY ACADEMY CHARTER @ BIRNEY,GENERAL DAVID B BIRNEY CHARTER SCHOOL,900 LINDLEY AVE,19141,(215) 456-3000,ELEMENTARY/MIDDLE,K-8,721,2,CHARTER,273
-8359414.57066909,4866760.54117926,126513480,7672,3332,MARIANA BRACETTI ACADEMY,MARIANA BRACETTI ACADEMY CHARTER SCHOOL,1840 TORRESDALE AVE,19124,(215) 291-4436,ELEMENTARY/MIDDLE/HIGH,K-12,1520,2,CHARTER,274
-8364096.94011795,4865142.49480583,173515368,7985,3394,PAN AMERICAN ACADEMY CHARTER,PAN AMERICAN ACADEMY CHARTER SCHOOL,2830 N AMERICAN ST,19133,(215) 425-1212,ELEMENTARY/MIDDLE,K-8,767,2,CHARTER,275
-8351218.0862042,4870438.29362371,,,8540,PENNYPACK HOUSE SCHOOL,PENNYPACK HOUSE SCHOOL,7901 STATE RD,19136,(215) 685-7752,HIGH SCHOOL,9-12,75,1,DISTRICT,276
-8355376.40064298,4879863.75985019,126515001,4726,8430,"GREENBERG, JOSEPH SCHOOL",JOSEPH GREENBERG SCHOOL,600 SHARON LN,19115,(215) 400-3080,ELEMENTARY/MIDDLE,K-8,1048,1,DISTRICT,277
-8368709.00325851,4859009.04807283,126515001,5186,2470,"GREENFIELD, ALBERT M. SCHOOL",ALBERT M. GREENFIELD SCHOOL,2200 CHESTNUT ST,19103,(215) 400-7810,ELEMENTARY/MIDDLE,K-8,757,1,DISTRICT,278
-8363077.70704727,4863201.98146939,126515001,5120,5300,"HACKETT, HORATIO B. SCHOOL",HORATIO B. HACKETT SCHOOL,2161 E YORK ST,19125,(215) 400-7470,ELEMENTARY SCHOOL,K-5,372,1,DISTRICT,279
-8375182.33634449,4859468.76263544,126515001,5185,1290,"HAMILTON, ANDREW SCHOOL",ANDREW HAMILTON SCHOOL,5640 SPRUCE ST,19139,(215) 400-7650,ELEMENTARY/MIDDLE,K-8,366,1,DISTRICT,280
-8347758.76779112,4875737.47372756,126515001,5041,8770,HANCOCK DEMONSTRATION SCHOOL,JOHN HANCOCK DEMONSTRATION SCHOOL,3700 MORRELL AVE,19114,(215) 400-3120,ELEMENTARY/MIDDLE,K-5,869,1,DISTRICT,281
-8357261.88085519,4867819.51152609,126515001,7242,7110,"HARDING, WARREN G. MIDDLE SCHOOL",WARREN G. HARDING SCHOOL,2000 WAKELING ST,19124,(215) 400-3990,MIDDLE SCHOOL,6-8,522,1,DISTRICT,282
-8374631.53638303,4858296.47484229,126515001,6528,1300,"HARRINGTON, AVERY D. SCHOOL",AVERY D. HARRINGTON SCHOOL,5300 BALTIMORE AVE,19143,(215) 400-7920,ELEMENTARY/MIDDLE,K-8,259,1,DISTRICT,283
-8365100.66810905,4864379.6082738,126515001,5125,5320,"HARTRANFT, JOHN F. SCHOOL",JOHN F. HARTRANFT SCHOOL,720 W CUMBERLAND ST,19133,(215) 400-7090,ELEMENTARY/MIDDLE,K-8,337,1,DISTRICT,284
-8370845.85875575,4872666.60251414,126515001,3712,6250,"HENRY, CHARLES W. SCHOOL",CHARLES W. HENRY SCHOOL,601 CARPENTER LN,19119,(215) 400-3480,ELEMENTARY/MIDDLE,K-8,550,1,DISTRICT,285
-8374534.90219818,4862724.31421987,126515001,5187,4300,"HESTON, EDWARD SCHOOL",EDWARD HESTON SCHOOL,1621 N 54TH ST,19131,(215) 400-7290,ELEMENTARY/MIDDLE,K-8,219,1,DISTRICT,286
-8378628.14306265,4862394.4553104,126515001,7810,4320,"LAMBERTON,ROBERT E ELEMENTARY",ROBERT E. LAMBERTON SCHOOL,7501 WOODBINE AVE,19151,(215) 400-7530,ELEMENTARY/MIDDLE,K-8,362,1,DISTRICT,287
-8377097.42533924,4875000.83546522,126515001,7811,6540,LANKENAU HIGH SCHOOL,LANKENAU HIGH SCHOOL,201 SPRING LN,19128,(215) 400-3420,HIGH SCHOOL,9-12,225,1,DISTRICT,288
-8355526.9878138,4868943.24443518,126515001,3744,7330,"LAWTON, HENRY W. SCHOOL",HENRY W. LAWTON SCHOOL,6101 JACKSON ST,19135,(215) 400-3340,ELEMENTARY SCHOOL,K-5,513,1,DISTRICT,289
-8373045.44743071,4859334.72301167,126515001,6530,1340,"LEA, HENRY C.",HENRY C. LEA SCHOOL,4700 LOCUST ST,19139,(215) 400-7660,ELEMENTARY/MIDDLE,K-8,463,1,DISTRICT,290
-8353695.77197058,4872351.24234958,126515001,3845,8010,"LINCOLN, ABRAHAM HIGH SCHOOL",ABRAHAM LINCOLN HIGH SCHOOL,3201 RYAN AVE,19136,(215) 400-3300,HIGH SCHOOL,9-12,2332,1,DISTRICT,291
-8370079.62990104,4871364.30880687,126515001,3717,6440,"LINGELBACH, ANNA L. SCHOOL",ANNA L. LINGELBACH SCHOOL,6340 WAYNE AVE,19144,(215) 400-3630,ELEMENTARY/MIDDLE,K-8,366,1,DISTRICT,292
-8372610.05837607,4860448.59792042,126515001,4732,1470,"LOCKE, ALAIN SCHOOL",ALAIN LOCKE SCHOOL,4550 HAVERFORD AVE,19139,(215) 400-7670,ELEMENTARY/MIDDLE,K-8,276,1,DISTRICT,293
-8351593.16799007,4882523.59059695,126515001,4961,8440,"LOESCHE, WILLIAM H. SCHOOL",WILLIAM H. LOESCHE SCHOOL,595 TOMLINSON RD,19116,(215) 400-3020,ELEMENTARY SCHOOL,K-5,1276,1,DISTRICT,294
-8356843.52128189,4874061.24804913,126515001,3855,8020,NORTHEAST HIGH SCHOOL,NORTHEAST HIGH SCHOOL,1601 COTTMAN AVE,19111,(215) 400-3200,HIGH SCHOOL,9-12,3541,1,DISTRICT,295
-8362417.28955971,4870462.85968793,126515001,3750,7400,OLNEY ELEMENTARY SCHOOL,OLNEY SCHOOL,5301 N WATER ST,19120,(215) 400-3790,ELEMENTARY/MIDDLE,K-8,666,1,DISTRICT,296
-8377290.70177708,4862183.57153366,126515001,6960,4480,OVERBROOK EDUCATIONAL CENTER,OVERBROOK EDUCATIONAL CENTER,6722 LANSDOWNE AVE,19151,(215) 400-7540,ELEMENTARY/MIDDLE,K-8,226,1,DISTRICT,297
-8373459.11058878,4861197.20650753,126515001,3614,1410,"RHOADS, JAMES SCHOOL",JAMES RHOADS SCHOOL,4901 PARRISH ST,19139,(215) 400-7680,ELEMENTARY/MIDDLE,K-8,415,1,DISTRICT,298
-8368791.12696104,4866342.7733183,126515001,6522,4350,RHODES ELEMENTARY SCHOOL,E. WASHINGTON RHODES SCHOOL,2900 W CLEARFIELD ST,19132,(215) 400-7060,ELEMENTARY/MIDDLE,K-8,350,1,DISTRICT,299
-8361261.61128517,4863544.25300449,126515001,3701,5400,RICHMOND SCHOOL,RICHMOND SCHOOL,2944 BELGRADE ST,19134,(215) 400-7150,ELEMENTARY SCHOOL,K-5,332,1,DISTRICT,300
-8371842.07061404,4859691.52454668,126515001,7780,1050,"ROBESON, PAUL HIGH SCHOOL",PAUL ROBESON HIGH SCHOOL FOR HUMAN SERVICES,4125 LUDLOW ST,19104,(215) 400-7780,HIGH SCHOOL,9-12,300,1,DISTRICT,301
-8368449.07121773,4872954.6055127,126515001,3824,6360,ROOSEVELT ELEMENTARY SCHOOL,THEODORE ROOSEVELT SCHOOL,430 E WASHINGTON LN,19144,(215) 400-3640,ELEMENTARY/MIDDLE,K-8,407,1,DISTRICT,302
-8365500.10928162,4874483.31920876,126515001,3724,7530,"ROWEN, WILLIAM SCHOOL",WILLIAM ROWEN SCHOOL,6841 N 19TH ST,19126,(215) 400-3550,ELEMENTARY SCHOOL,K-5,272,1,DISTRICT,303
-8373766.13552609,4871410.71661039,126515001,3844,6030,ROXBOROUGH HIGH SCHOOL,ROXBOROUGH HIGH SCHOOL,6498 RIDGE AVE,19128,(215) 400-3400,HIGH SCHOOL,9-12,529,1,DISTRICT,304
-8373620.9672107,4873119.56271179,126515001,3861,6040,"SAUL, WALTER B. HIGH SCHOOL",WALTER B. SAUL HIGH SCHOOL,7100 HENRY AVE,19128,(215) 400-3450,HIGH SCHOOL,9-12,406,1,DISTRICT,305
-8368054.05446101,4854008.11755016,126513400,7647,3336,PHILADELPHIA PERFORMING ARTS-BROAD ST,PHILADELPHIA PERFORMING ARTS: A STRING THEORY CHARTER SCHOOL,2600 S BROAD ST,19145,(215) 551-4000,ELEMENTARY SCHOOL,2-5,2484,2,CHARTER,306
-8350135.60494301,4880588.26949564,126513280,7587,3322,PHILADELPHIA ACADEMY,PHILADELPHIA ACADEMY CHARTER SCHOOL,11000 ROOSEVELT BLVD,19116,(215) 676-8320,ELEMENTARY/MIDDLE/HIGH,K-8,1195,2,CHARTER,307
-8358601.67817651,4869547.39224365,126515691,,3422,PHILADELPHIA CHARTER FOR ARTS,THE PHILADELPHIA CHARTER SCHOOL FOR ARTS AND SCIENCES,1197 HAWORTH ST,19124,(215) 537-2520,ELEMENTARY/MIDDLE,K-8,837,2,CHARTER,308
-8367687.88281931,4859623.69895612,126510009,7737,3358,PHILADELPHIA ELECTRICAL AND TECHNOLOGY CHARTER SCHOOL,PHILADELPHIA ELECTRICAL AND TECHNOLOGY CHARTER SCHOOL,1709 BENJAMIN FRANKLIN PKWY,19103,(267) 514-1823,HIGH SCHOOL,9-12,627,2,CHARTER,309
-8376252.14675363,4853825.03843282,126510016,7828,3378,PHILADELPHIA MONTESSORI,PHILADELPHIA MONTESSORI CHARTER SCHOOL,2227 ISLAND AVE,19142,(215) 365-4011,ELEMENTARY SCHOOL,K-6,249,2,CHARTER,310
-8366113.45842757,4865131.25910417,,,8450,YES PHILLY,YES PHILLY,2709 N BROAD ST,19132,(215) 769-0340,HIGH SCHOOL,9-12,127,1,CONTRACTED,311
-8365456.94169096,4861249.53023028,126513250,7584,3329,YOUNG SCHOLARS CHARTER SCHOOL,YOUNG SCHOLARS CHARTER SCHOOL,900 N MARSHALL ST,19123,(215) 232-9727,MIDDLE SCHOOL,6-8,285,2,CHARTER,312
-8366264.81865617,4864235.47816559,126512870,7513,3304,YOUTHBUILD PHILADELPHIA CHARTER,YOUTHBUILD PHILADELPHIA CHARTER SCHOOL,2309 N BROAD ST,19123,(215) 627-8671,HIGH SCHOOL,12,286,2,CHARTER,313
-8365281.02426658,4871277.72992504,126515001,3728,6400,WIDENER MEMORIAL SCHOOL,WIDENER MEMORIAL SCHOOL,1450 W OLNEY AVE,19141,(215) 400-3710,ELEMENTARY/MIDDLE/HIGH,K-12,138,1,DISTRICT,314
-8361899.56132168,4864976.18034815,126515001,6544,5440,"WILLARD, FRANCES E. SCHOOL",FRANCES E. WILLARD SCHOOL,1930 E ELKHART ST,19134,(215) 400-7180,ELEMENTARY SCHOOL,K-4,352,1,DISTRICT,315
-8356652.42778012,4873555.02984491,126515001,7253,8120,CASTOR GARDENS MIDDLE SCHOOL,CASTOR GARDENS MIDDLE SCHOOL,1800 COTTMAN AVE,19111,(215) 400-3190,MIDDLE SCHOOL,6-8,1340,1,DISTRICT,316
-8368720.63201588,4864528.6205577,126515001,,4470,"WRIGHT, RICHARD R. SCHOOL",RICHARD R. WRIGHT SCHOOL,2201 N 28TH ST,19132,(215) 400-7030,ELEMENTARY SCHOOL,K-5,201,1,DISTRICT,317
-8357352.09024212,4870319.06662299,126515001,7233,7460,"ZIEGLER, WILLIAM H. SCHOOL",WILLIAM H. ZIEGLER SCHOOL,5935 SAUL ST,19149,(215) 400-3260,ELEMENTARY/MIDDLE,K-8,507,1,DISTRICT,318
-8360419.65904262,4869773.47896006,,,3290,EXCEL ACADEMY SOUTH,EXCEL ACADEMY SOUTH,4641 ROOSEVELT BLVD,19124,(215) 904-6254,HIGH SCHOOL,9-12,183,1,CONTRACTED,319
-8357187.4292834,4868817.94380884,126517286,8151,3409,MASTERY CHARTER @ SMEDLEY,MASTERY CHARTER SCHOOL AT SMEDLEY,1790 BRIDGE ST,19124,(215) 537-2523,ELEMENTARY SCHOOL,K-6,737,2,CHARTER,320
-8367521.69931751,4870768.5601575,126518118,3731,3427,MASTERY CHARTER @ WISTER,MASTERY CHARTER SCHOOL AT WISTER,67 E BRINGHURST ST,19144,(215) 951-4003,ELEMENTARY SCHOOL,K-5,505,2,CHARTER,321
-8365327.35447813,4858610.38650704,126510002,7678,3361,MASTERY CHARTER-LENFEST CAMPUS,MASTERY CHARTER SCHOOL AT LENFEST,35 S 4TH ST,19106,(215) 922-1902,MIDDLE/HIGH,7-12,614,2,CHARTER,322
-8374391.30009421,4862426.07907002,126510022,7909,3383,MASTERY CHARTER-SHOEMAKER,MASTERY CHARTER SCHOOL AT SHOEMAKER,5301 MEDIA ST,19131,(267) 296-7111,MIDDLE/HIGH,7-12,733,2,CHARTER,323
-8367178.88252458,4853550.23254064,126510023,7910,3385,MASTERY CHARTER-THOMAS CAMPUS,MASTERY CHARTER SCHOOL AT THOMAS CAMPUS,927 JOHNSTON ST,19148,(267) 236-0036,ELEMENTARY?MIDDLE/HIGH,K-12,2169,2,CHARTER,324
-8366554.63056872,4864785.33084509,126514059,,3437,KIPP NORTH PHILADELPHIA CHARTER SCHOOL,KIPP NORTH PHILADELPHIA ACADEMY,2539 N 16TH ST,19132,(267) 758-2509,ELEMENTARY/MIDDLE,K-8,705,2,CHARTER,325
-8376537.64362278,4863706.69714501,126510015,7825,3379,AD PRIMA CHARTER SCHOOL,AD PRIMA CHARTER SCHOOL,1922 N 63RD ST,19151,(267) 403-2672,ELEMENTARY/MIDDLE,K-8,617,2,CHARTER,326
-8367212.24222604,4862932.48860932,126512990,7543,3315,ALLIANCE FOR PROGRESS CHARTER,ALLIANCE FOR PROGRESS CHARTER SCHOOL,"1722 CECIL B MOORE AVE
",19121,(215) 232-4892,ELEMENTARY SCHOOL,K-5,616,2,CHARTER,327
-8363528.30727026,4867849.24898893,104510394,8031,3395,ANTONIA PANTOJA CHARTER SCHOOL,ANTONIA PANTOJA CHARTER SCHOOL,4101 N AMERICAN ST,19140,(215) 329-2733,ELEMENTARY/MIDDLE,K-8,746,2,CHARTER,328
-8362948.48480614,4865757.71255509,133513315,8149,3406,JOHN B STETSON MIDDLE SCHOOL,JOHN B STETSON MIDDLE SCHOOL,3200 B ST,19134,(215) 400-9150,MIDDLE SCHOOL,5-8,511,1,DISTRICT,329
-8368155.68235929,4869591.60775678,126515001,5294,6470,"KELLY, JOHN B. SCHOOL",JOHN B. KELLY SCHOOL,5116 PULASKI AVE,19144,(215) 400-3580,ELEMENTARY SCHOOL,K-5,346,1,DISTRICT,330
-8366112.0765047,4866685.25919063,126515001,3795,4360,KENDERTON ELEMENTARY,KENDERTON ELEMENTARY SCHOOL,1500 W ONTARIO ST,19140,(215) 400-8340,ELEMENTARY/MIDDLE,K-8,271,1,DISTRICT,331
-8363812.52055007,4862644.95544023,126515001,7852,5520,KENSINGTON CAPA,KENSINGTON HIGH SCHOOL FOR CREATIVE AND PERFORMING ARTS,1901 N FRONT ST,19122,(215) 400-7400,HIGH SCHOOL,9-12,504,1,DISTRICT,332
-8363267.52429784,4863723.91321333,126515001,7855,5550,KENSINGTON HEALTH SCIENCES,KENSINGTON HEALTH SCIENCES ACADEMY,2463 EMERALD ST,19125,(215) 400-3600,HIGH SCHOOL,9-12,461,1,DISTRICT,333
